CustomerID,ProductID,Category,PurchaseAmount,PurchaseDate
058548b3,P022,Electronics,478.4,2024-09-13
7e5d64fa,P027,Home,335.04,2024-06-06
45fd116c,P001,Clothing,375.88,2024-05-31
a7d821f3,P030,Clothing,76.97,2024-01-31
f9605116,P017,Home,233.95,2024-08-06
da92fb06,P047,Books,185.4,2024-10-14
0065612f,P047,Books,316.17,2024-12-24
d3c3b058,P004,Toys,390.25,2024-02-05
1c02c2fa,P006,Toys,451.86,2024-03-24
e57d7df9,P003,Electronics,477.21,2024-08-22
aa54620c,P027,Home,136.7,2024-09-12
249268ef,P004,Toys,426.51,2024-06-02
38a2c6de,P022,Electronics,35.0,2024-12-19
0fc663d6,P023,Home,114.82,2024-01-26
63a639f7,P013,Books,266.81,2024-03-26
589cb51b,P002,Toys,48.95,2024-02-07
8f01ed4a,P036,Clothing,269.86,2024-12-18
215931dc,P007,Home,95.16,2024-08-25
f34e1225,P016,Books,492.69,2024-11-30
d04dd3a7,P043,Clothing,100.48,2024-12-12
781da338,P002,Toys,153.54,2024-03-28
a38e2487,P044,Electronics,122.95,2024-11-04
0891e0d5,P019,Clothing,356.68,2024-05-09
a7d821f3,P009,Books,346.03,2024-02-28
a8806415,P027,Home,308.51,2024-09-07
b3f495ec,P026,Clothing,126.06,2024-07-13
e2dfb140,P049,Clothing,301.93,2024-06-30
215931dc,P021,Home,195.49,2024-08-26
516e5a8e,P003,Electronics,193.94,2024-02-27
65d6e232,P029,Books,438.16,2024-04-04
a9339606,P000,Books,207.9,2024-07-02
80d9b7ac,P032,Home,197.93,2024-08-10
78ae67e5,P021,Home,208.48,2024-11-22
7303300b,P031,Books,352.31,2024-06-23
921ae216,P019,Clothing,174.11,2024-02-16
63344464,P027,Home,206.1,2024-09-22
e2c862ac,P024,Electronics,27.72,2024-02-14
750dc8fe,P038,Books,17.9,2024-02-11
f70a91d7,P040,Home,178.72,2024-05-10
0243db9a,P032,Home,350.59,2024-08-28
a7d821f3,P005,Clothing,45.44,2024-03-11
f57db169,P020,Electronics,334.35,2024-12-21
6a66acb7,P020,Electronics,245.3,2024-05-09
c73b64bc,P020,Electronics,286.81,2024-04-04
04f75f55,P044,Electronics,215.07,2024-10-11
8d910018,P023,Home,63.83,2024-12-26
a8806415,P039,Clothing,436.73,2024-06-28
89a00855,P022,Electronics,238.38,2024-10-24
916616e6,P003,Electronics,380.59,2024-03-19
d69deb4a,P009,Books,377.3,2024-01-27
049af882,P021,Home,92.24,2024-12-16
dbfa7223,P000,Books,129.39,2024-01-29
a61175bc,P018,Toys,415.12,2024-10-28
e2c862ac,P038,Books,403.35,2024-08-22
0946e414,P008,Electronics,321.52,2024-09-25
412f3a1e,P041,Toys,140.73,2024-10-29
6de5c8a7,P034,Books,145.28,2024-03-24
ed543dee,P033,Books,401.47,2024-09-16
7227d5c7,P014,Home,463.21,2024-01-30
81111eb1,P029,Books,463.28,2024-12-13
66c7c782,P027,Home,80.5,2024-09-06
42df1786,P025,Electronics,204.65,2024-01-23
0dc4d455,P040,Home,175.17,2024-12-29
a294f134,P007,Home,234.26,2024-06-10
12eb20d9,P004,Toys,471.76,2024-01-25
8f868e89,P003,Electronics,234.79,2024-04-21
fa4233c0,P039,Clothing,409.43,2024-02-24
63725b12,P001,Clothing,239.23,2024-08-24
54593b27,P030,Clothing,480.07,2024-03-15
b662580c,P016,Books,410.12,2024-07-22
8d8a25e7,P042,Books,5.79,2024-11-06
47af04ae,P027,Home,426.37,2024-01-25
5a54e744,P024,Electronics,116.49,2024-11-10
291d2d49,P033,Books,196.95,2024-05-19
abfd9006,P002,Toys,99.58,2024-05-13
c4a9e3a4,P029,Books,421.4,2024-06-20
8d8a25e7,P041,Toys,397.16,2024-06-05
8d0eddec,P011,Electronics,189.57,2024-10-15
def1dd15,P010,Electronics,191.36,2024-06-27
1c02c2fa,P023,Home,386.78,2024-09-15
a76e929d,P037,Electronics,442.7,2024-08-11
b67279cb,P003,Electronics,180.79,2024-12-10
679185fe,P029,Books,41.73,2024-02-19
821d69cd,P047,Books,397.26,2024-07-08
9db31a9d,P031,Books,352.17,2025-01-03
ba5d77f4,P038,Books,82.86,2024-08-24
66c7c782,P016,Books,324.44,2024-01-22
a4c1b0e0,P049,Clothing,345.2,2025-01-01
0333330d,P029,Books,251.01,2024-03-08
48f20220,P003,Electronics,347.2,2024-10-26
621785d4,P025,Electronics,6.17,2024-01-17
78ae67e5,P007,Home,334.98,2024-10-12
b662580c,P024,Electronics,337.08,2024-12-01
0daba41b,P020,Electronics,435.73,2024-02-17
f34e1225,P038,Books,73.56,2024-11-13
249744df,P032,Home,392.56,2024-05-17
53443521,P003,Electronics,129.61,2024-10-21
a52c36a9,P002,Toys,193.75,2024-11-14
b205f0a4,P039,Clothing,445.62,2024-06-18
215931dc,P036,Clothing,374.98,2024-12-14
a9fc9d09,P019,Clothing,113.76,2024-03-27
0daba41b,P001,Clothing,66.89,2024-08-08
396390e4,P039,Clothing,310.47,2024-10-01
29073ed0,P031,Books,256.37,2024-09-16
7cc80bf1,P044,Electronics,262.95,2024-01-17
b3ba0f5c,P009,Books,248.91,2024-06-22
ebb172bb,P008,Electronics,186.89,2024-08-15
ba5d77f4,P036,Clothing,334.54,2024-05-13
5145792b,P011,Electronics,226.5,2024-03-05
c5b1af84,P037,Electronics,299.66,2024-10-12
e8c01084,P048,Books,492.38,2024-11-07
ba1921d5,P036,Clothing,114.75,2024-03-05
fd9e69df,P027,Home,311.65,2024-09-23
f959e3d5,P043,Clothing,236.61,2024-07-25
8a7621e4,P049,Clothing,100.17,2024-11-13
0a5821d1,P034,Books,342.07,2024-04-19
cbf4dc44,P031,Books,229.51,2024-08-13
228e7fbc,P001,Clothing,78.41,2024-08-25
bc2e6399,P002,Toys,115.69,2024-12-20
97faaa2d,P004,Toys,332.13,2024-05-23
6ae63e3d,P048,Books,39.02,2024-12-11
8a7621e4,P012,Clothing,324.79,2024-06-27
d8098607,P031,Books,203.5,2024-12-25
0daba41b,P046,Clothing,75.06,2024-07-29
053ab8c4,P007,Home,187.08,2024-04-07
feddb6fb,P024,Electronics,211.44,2024-06-16
d3c3b058,P023,Home,35.99,2024-11-09
d4846b7c,P033,Books,43.49,2024-12-09
8f868e89,P045,Home,204.48,2024-12-24
def1dd15,P048,Books,321.77,2024-10-31
54593b27,P010,Electronics,470.92,2024-07-26
579b90c0,P024,Electronics,300.81,2024-09-30
f261b8e1,P015,Clothing,123.2,2024-03-05
3f0217bf,P036,Clothing,430.49,2024-02-13
9690b6c5,P033,Books,445.15,2024-05-05
4a76aba6,P002,Toys,283.4,2024-07-21
f2f82d10,P024,Electronics,130.79,2024-01-15
05a8a02c,P005,Clothing,421.49,2024-04-26
0ae2bec1,P032,Home,487.46,2024-05-22
8995d7a5,P030,Clothing,111.4,2024-12-25
ebb172bb,P047,Books,226.0,2024-04-17
de46e1d0,P035,Books,236.64,2024-10-08
823b8a75,P047,Books,461.68,2024-11-06
23d88ba3,P049,Clothing,310.09,2024-11-21
aa280371,P036,Clothing,192.53,2024-09-14
71e6e8f6,P047,Books,111.57,2024-01-29
08848a09,P036,Clothing,211.43,2025-01-02
3a64296c,P011,Electronics,21.08,2024-08-01
49223b9c,P047,Books,398.9,2024-01-18
9ad62468,P017,Home,193.11,2024-07-11
b6cba95b,P014,Home,19.36,2024-08-27
53c5d730,P001,Clothing,54.81,2024-04-20
48f20220,P046,Clothing,426.38,2024-12-04
38a80cc8,P045,Home,199.67,2024-08-07
c6e5f5a9,P013,Books,199.19,2024-02-09
ab4aab9a,P025,Electronics,484.86,2024-04-08
94683165,P020,Electronics,19.72,2024-05-07
21d84a7c,P032,Home,6.42,2024-01-25
839e27be,P035,Books,494.24,2024-04-26
26885cdd,P017,Home,297.94,2024-02-21
76ea02aa,P035,Books,496.38,2024-05-24
d4846b7c,P006,Toys,209.62,2025-01-10
4c174667,P007,Home,440.19,2024-02-29
ecc090e4,P042,Books,369.19,2024-08-12
3e6d0bea,P043,Clothing,338.69,2024-02-29
294addbe,P037,Electronics,464.29,2024-06-05
04c30db6,P036,Clothing,424.02,2024-04-19
139dcbe3,P029,Books,475.67,2024-01-28
8d0eddec,P030,Clothing,174.14,2024-11-08
69032042,P013,Books,405.8,2024-06-26
